ticker,date,period_ending,estimate,reported,surprise,surprise%
CARS,3-Aug-23,Jun-23,0.12,1.37,1.25,1041.67
CASH,26-Jul-23,Jun-23,1.42,1.76,0.34,23.94
CASS,20-Jul-23,Jun-23,0.67,0.52,-0.15,-22.39
CASY,11-Sep-23,Jul-23,3.36,4.52,1.16,34.52
CAT,1-Aug-23,Jun-23,4.51,5.55,1.04,23.06
CATC,18-Jul-23,Jun-23,1.18,1.23,0.05,4.24
CATY,24-Jul-23,Jun-23,1.17,1.28,0.11,9.4
CB,25-Jul-23,Jun-23,4.41,4.92,0.51,11.56
CBAN,26-Jul-23,Jun-23,0.28,0.33,0.05,17.86
CBAY,10-Aug-23,Jun-23,-0.21,-0.01,0.2,95.24
CBOE,4-Aug-23,Jun-23,1.76,1.78,0.02,1.14
CBRE,27-Jul-23,Jun-23,0.77,0.82,0.05,6.49
CBRL,13-Sep-23,Jul-23,1.68,1.79,0.11,6.55
CBSH,19-Jul-23,Jun-23,0.93,1.02,0.09,9.68
CBT,7-Aug-23,Jun-23,1.56,1.42,-0.14,-8.97
CBU,31-Jul-23,Jun-23,0.85,0.91,0.06,7.06
CBZ,27-Jul-23,Jun-23,0.68,0.55,-0.13,-19.12
CC,27-Jul-23,Jun-23,1.09,1.1,0.01,0.92
CCB,27-Jul-23,Jun-23,1.02,0.95,-0.07,-6.86
CCBG,25-Jul-23,Jun-23,0.85,0.85,0,0
CCCS,1-Aug-23,Jun-23,0.07,0.07,0,0
CCI,19-Jul-23,Jun-23,1.99,1.05,-0.94,-47.24
CCK,24-Jul-23,Jun-23,1.65,1.68,0.03,1.82
CCL,26-Jun-23,May-23,-0.33,-0.31,0.02,6.06
CCNE,20-Jul-23,Jun-23,0.62,0.61,-0.01,-1.61
CCO,7-Aug-23,Jun-23,-0.05,-0.08,-0.03,-60
CCOI,10-Aug-23,Jun-23,0.06,-0.13,-0.19,-316.67
CCRN,2-Aug-23,Jun-23,0.61,0.69,0.08,13.11
CCS,26-Jul-23,Jun-23,0.96,1.6,0.64,66.67
CCSI,8-Aug-23,Jun-23,1.26,1.36,0.1,7.94
CDAY,2-Aug-23,Jun-23,0.29,0.32,0.03,10.34
CDE,9-Aug-23,Jun-23,-0.05,-0.06,-0.01,-20
CDLX,1-Aug-23,Jun-23,-0.43,-0.24,0.19,44.19
CDNA,8-Aug-23,Jun-23,-0.42,-0.18,0.24,57.14
CDNS,24-Jul-23,Jun-23,1.18,1.22,0.04,3.39
CDRE,8-Aug-23,Jun-23,0.17,0.29,0.12,70.59
CDW,2-Aug-23,Jun-23,2.34,2.56,0.22,9.4
CDXS,3-Aug-23,Jun-23,-0.21,-0.17,0.04,19.05
CE,7-Aug-23,Jun-23,2.46,2.17,-0.29,-11.79
CECO,8-Aug-23,Jun-23,0.17,0.15,-0.02,-11.76
CEG,3-Aug-23,Jun-23,0.78,2.56,1.78,228.21
CEIX,8-Aug-23,Jun-23,4.43,4.94,0.51,11.51
CELH,8-Aug-23,Jun-23,0.26,0.52,0.26,100
CENT,2-Aug-23,Jun-23,1.45,1.75,0.3,20.69
CENTA,2-Aug-23,Jun-23,1.45,1.75,0.3,20.69
CENX,9-Aug-23,Jun-23,-0.12,0.16,0.28,233.33
CERE,2-Aug-23,Jun-23,-0.65,-0.63,0.02,3.08
CERS,2-Aug-23,Jun-23,-0.05,-0.07,-0.02,-40
CERT,9-Aug-23,Jun-23,0.13,0.12,-0.01,-7.69
CEVA,9-Aug-23,Jun-23,0.08,-0.02,-0.1,-125
CF,2-Aug-23,Jun-23,2.15,2.7,0.55,25.58
CFB,17-Jul-23,Jun-23,0.35,0.35,0,0
CFFN,26-Jul-23,Jun-23,0.06,0.06,0,0
CFG,19-Jul-23,Jun-23,1,0.92,-0.08,-8
CFR,27-Jul-23,Jun-23,2.4,2.47,0.07,2.92
CG,2-Aug-23,Jun-23,0.65,0.88,0.23,35.38
CGEM,10-Aug-23,Jun-23,-0.99,-0.82,0.17,17.17
CGNX,3-Aug-23,Jun-23,0.25,0.32,0.07,28
CHCO,25-Jul-23,Jun-23,1.9,2.16,0.26,13.68
CHCT,1-Aug-23,Jun-23,0.6,0.63,0.03,5
CHD,28-Jul-23,Jun-23,0.79,0.92,0.13,16.46
CHDN,26-Jul-23,Jun-23,2.5,2.24,-0.26,-10.4
CHE,26-Jul-23,Jun-23,5.09,4.71,-0.38,-7.47
CHEF,2-Aug-23,Jun-23,0.5,0.35,-0.15,-30
CHGG,7-Aug-23,Jun-23,0.28,0.28,0,0
CHH,8-Aug-23,Jun-23,1.7,1.75,0.05,2.94
CHK,1-Aug-23,Jun-23,0.54,0.64,0.1,18.52
CHPT,6-Sep-23,Jul-23,-0.14,-0.24,-0.1,-71.43
CHRD,2-Aug-23,Jun-23,3.96,3.65,-0.31,-7.83
CHRS,2-Aug-23,Jun-23,-0.52,-0.38,0.14,26.92
CHRW,2-Aug-23,Jun-23,0.9,0.9,0,0
CHS,29-Aug-23,Jul-23,0.27,0.28,0.01,3.7
CHTR,28-Jul-23,Jun-23,7.66,8.05,0.39,5.09
CHUY,3-Aug-23,Jun-23,0.53,0.61,0.08,15.09
CHX,24-Jul-23,Jun-23,0.45,0.49,0.04,8.89
CI,3-Aug-23,Jun-23,5.98,6.13,0.15,2.51
CIEN,31-Aug-23,Jul-23,0.53,0.59,0.06,11.32
CIM,3-Aug-23,Jun-23,0.15,0.12,-0.03,-20
CINF,27-Jul-23,Jun-23,0.72,1.21,0.49,68.06
CIO,3-Aug-23,Jun-23,0.35,-0.06,-0.41,-117.14
CIVB,28-Jul-23,Jun-23,0.73,0.64,-0.09,-12.33
CIVI,2-Aug-23,Jun-23,1.69,1.72,0.03,1.78
CL,28-Jul-23,Jun-23,0.75,0.77,0.02,2.67
CLB,26-Jul-23,Jun-23,0.2,0.21,0.01,5
CLBK,26-Jul-23,Jun-23,0.13,0.12,-0.01,-7.69
CLDT,2-Aug-23,Jun-23,0.39,0.15,-0.24,-61.54
CLDX,8-Aug-23,Jun-23,-0.65,-0.65,0,0
CLF,24-Jul-23,Jun-23,0.69,0.69,0,0
CLFD,3-Aug-23,Jun-23,0.09,0.33,0.24,266.67
CLH,2-Aug-23,Jun-23,2.09,2.13,0.04,1.91
CLSK,9-Aug-23,Jun-23,-0.19,-0.12,0.07,36.84
CLVT,3-Aug-23,Jun-23,0.19,0.21,0.02,10.53
